시도,시군구,읍면동,구분,행정기관코드,담당자
전남광주통합특별시,북구,중흥동,동,1230053500,
전남광주통합특별시,북구,중앙동,동,1230055500,
전남광주통합특별시,북구,임동,동,1230057000,
전남광주통합특별시,북구,신안동,동,1230058000,
전남광주통합특별시,북구,용봉동,동,1230059000,
전남광주통합특별시,북구,운암1동,동,1230060100,
전남광주통합특별시,북구,운암2동,동,1230060200,
전남광주통합특별시,북구,운암3동,동,1230060300,
전남광주통합특별시,북구,동림동,동,1230061500,
전남광주통합특별시,북구,우산동,동,1230062000,
전남광주통합특별시,북구,풍향동,동,1230063500,
전남광주통합특별시,북구,문화동,동,1230065000,
전남광주통합특별시,북구,문흥1동,동,1230065600,
전남광주통합특별시,북구,문흥2동,동,1230065700,
전남광주통합특별시,북구,두암1동,동,1230066100,
전남광주통합특별시,북구,두암2동,동,1230066200,
전남광주통합특별시,북구,두암3동,동,1230066300,
전남광주통합특별시,북구,삼각동,동,1230066600,
전남광주통합특별시,북구,일곡동,동,1230066900,
전남광주통합특별시,북구,매곡동,동,1230067300,
전남광주통합특별시,북구,오치1동,동,1230067600,
전남광주통합특별시,북구,오치2동,동,1230067700,
전남광주통합특별시,북구,석곡동,동,1230068500,
전남광주통합특별시,북구,건국동,동,1230069500,
전남광주통합특별시,북구,양산동,동,1230069600,
전남광주통합특별시,북구,신용동,동,1230069700,
전남광주통합특별시,광산구,송정1동,동,1233051500,
전남광주통합특별시,광산구,송정2동,동,1233052500,
전남광주통합특별시,광산구,도산동,동,1233054000,
전남광주통합특별시,광산구,신흥동,동,1233055000,
전남광주통합특별시,광산구,어룡동,동,1233056500,
전남광주통합특별시,광산구,우산동,동,1233058000,
전남광주통합특별시,광산구,월곡1동,동,1233060000,
전남광주통합특별시,광산구,월곡2동,동,1233061000,
전남광주통합특별시,광산구,비아동,동,1233062000,
전남광주통합특별시,광산구,첨단1동,동,1233062400,
전남광주통합특별시,광산구,첨단2동,동,1233062600,
전남광주통합특별시,광산구,신가동,동,1233063000,
전남광주통합특별시,광산구,운남동,동,1233063500,
전남광주통합특별시,광산구,수완동,동,1233063700,
전남광주통합특별시,광산구,하남동,동,1233064000,
전남광주통합특별시,광산구,임곡동,동,1233065000,
전남광주통합특별시,광산구,동곡동,동,1233066000,
전남광주통합특별시,광산구,평동,동,1233067000,
전남광주통합특별시,광산구,삼도동,동,1233068000,
전남광주통합특별시,광산구,본량동,동,1233069000,
전남광주통합특별시,광산구,신창동,동,1233070000,
전남광주통합특별시,담양군,담양읍,읍,1271025000,
전남광주통합특별시,담양군,봉산면,면,1271031000,
전남광주통합특별시,담양군,고서면,면,1271032000,
전남광주통합특별시,담양군,가사문학면,면,1271033500,
전남광주통합특별시,담양군,창평면,면,1271034000,
전남광주통합특별시,담양군,대덕면,면,1271035000,
전남광주통합특별시,담양군,무정면,면,1271036000,
전남광주통합특별시,담양군,금성면,면,1271037000,
전남광주통합특별시,담양군,용면,면,1271038000,
전남광주통합특별시,담양군,월산면,면,1271039000,
전남광주통합특별시,담양군,수북면,면,1271040000,
전남광주통합특별시,담양군,대전면,면,1271041000,
전남광주통합특별시,곡성군,곡성읍,읍,1272025000,
전남광주통합특별시,곡성군,오곡면,면,1272031000,
전남광주통합특별시,곡성군,삼기면,면,1272032000,
전남광주통합특별시,곡성군,석곡면,면,1272033000,
전남광주통합특별시,곡성군,목사동면,면,1272034000,
전남광주통합특별시,곡성군,죽곡면,면,1272035000,
전남광주통합특별시,곡성군,고달면,면,1272036000,
전남광주통합특별시,곡성군,옥과면,면,1272037000,
전남광주통합특별시,곡성군,입면,면,1272038000,
전남광주통합특별시,곡성군,겸면,면,1272039000,
전남광주통합특별시,곡성군,오산면,면,1272040000,
전남광주통합특별시,구례군,구례읍,읍,1273025000,
전남광주통합특별시,구례군,문척면,면,1273031000,
전남광주통합특별시,구례군,간전면,면,1273032000,
전남광주통합특별시,구례군,토지면,면,1273033000,
전남광주통합특별시,구례군,마산면,면,1273034000,
전남광주통합특별시,구례군,광의면,면,1273035000,
전남광주통합특별시,구례군,용방면,면,1273036000,
전남광주통합특별시,구례군,산동면,면,1273037000,
전남광주통합특별시,고흥군,고흥읍,읍,1274025000,
전남광주통합특별시,고흥군,도양읍,읍,1274025300,
전남광주통합특별시,고흥군,풍양면,면,1274031000,
전남광주통합특별시,고흥군,도덕면,면,1274032000,
전남광주통합특별시,고흥군,금산면,면,1274033000,
전남광주통합특별시,고흥군,도화면,면,1274034000,
전남광주통합특별시,고흥군,포두면,면,1274035000,
전남광주통합특별시,고흥군,봉래면,면,1274036000,
전남광주통합특별시,고흥군,점암면,면,1274037000,
전남광주통합특별시,고흥군,과역면,면,1274038000,
전남광주통합특별시,고흥군,남양면,면,1274039000,
전남광주통합특별시,고흥군,동강면,면,1274040000,
전남광주통합특별시,고흥군,대서면,면,1274041000,
전남광주통합특별시,고흥군,두원면,면,1274042000,
전남광주통합특별시,고흥군,영남면,면,1274044000,
전남광주통합특별시,고흥군,동일면,면,1274045000,
전남광주통합특별시,보성군,보성읍,읍,1275025000,
전남광주통합특별시,보성군,벌교읍,읍,1275025300,
전남광주통합특별시,보성군,노동면,면,1275031000,
전남광주통합특별시,보성군,미력면,면,1275032000,
전남광주통합특별시,보성군,겸백면,면,1275033000,
전남광주통합특별시,보성군,율어면,면,1275034000,
전남광주통합특별시,보성군,복내면,면,1275035000,
전남광주통합특별시,보성군,문덕면,면,1275036000,
전남광주통합특별시,보성군,조성면,면,1275037000,
전남광주통합특별시,보성군,득량면,면,1275038000,
전남광주통합특별시,보성군,회천면,면,1275039000,
전남광주통합특별시,보성군,웅치면,면,1275040000,
전남광주통합특별시,화순군,화순읍,읍,1276025000,
전남광주통합특별시,화순군,한천면,면,1276031000,
전남광주통합특별시,화순군,춘양면,면,1276032000,
전남광주통합특별시,화순군,청풍면,면,1276033000,
전남광주통합특별시,화순군,이양면,면,1276034000,
전남광주통합특별시,화순군,능주면,면,1276035000,
전남광주통합특별시,화순군,도곡면,면,1276036000,
전남광주통합특별시,화순군,도암면,면,1276037000,
전남광주통합특별시,화순군,이서면,면,1276038000,
전남광주통합특별시,화순군,백아면,면,1276039500,
전남광주통합특별시,화순군,동복면,면,1276040000,
전남광주통합특별시,화순군,사평면,면,1276041500,
전남광주통합특별시,화순군,동면,면,1276042000,
전남광주통합특별시,장흥군,장흥읍,읍,1277025000,
전남광주통합특별시,장흥군,관산읍,읍,1277025300,
전남광주통합특별시,장흥군,대덕읍,읍,1277025600,
전남광주통합특별시,장흥군,용산면,면,1277031000,
전남광주통합특별시,장흥군,안양면,면,1277032000,
전남광주통합특별시,장흥군,장동면,면,1277033000,
전남광주통합특별시,장흥군,장평면,면,1277034000,
전남광주통합특별시,장흥군,유치면,면,1277035000,
전남광주통합특별시,장흥군,부산면,면,1277036000,
전남광주통합특별시,장흥군,회진면,면,1277037000,
전남광주통합특별시,강진군,강진읍,읍,1278025000,
전남광주통합특별시,강진군,군동면,면,1278031000,
전남광주통합특별시,강진군,칠량면,면,1278032000,
전남광주통합특별시,강진군,대구면,면,1278033000,
전남광주통합특별시,강진군,도암면,면,1278034000,
전남광주통합특별시,강진군,신전면,면,1278035000,
전남광주통합특별시,강진군,성전면,면,1278036000,
전남광주통합특별시,강진군,작천면,면,1278037000,
전남광주통합특별시,강진군,병영면,면,1278038000,
전남광주통합특별시,강진군,옴천면,면,1278039000,
전남광주통합특별시,강진군,마량면,면,1278040000,
전남광주통합특별시,해남군,해남읍,읍,1279025000,
전남광주통합특별시,해남군,삼산면,면,1279031000,
전남광주통합특별시,해남군,화산면,면,1279032000,
전남광주통합특별시,해남군,현산면,면,1279033000,
전남광주통합특별시,해남군,송지면,면,1279034000,
전남광주통합특별시,해남군,북평면,면,1279035000,
전남광주통합특별시,해남군,북일면,면,1279036000,
전남광주통합특별시,해남군,옥천면,면,1279037000,
전남광주통합특별시,해남군,계곡면,면,1279038000,
전남광주통합특별시,해남군,마산면,면,1279039000,
전남광주통합특별시,해남군,황산면,면,1279040000,
전남광주통합특별시,해남군,산이면,면,1279041000,
전남광주통합특별시,해남군,문내면,면,1279042000,
전남광주통합특별시,해남군,화원면,면,1279043000,
전남광주통합특별시,영암군,영암읍,읍,1280025000,
전남광주통합특별시,영암군,삼호읍,읍,1280025300,
전남광주통합특별시,영암군,덕진면,면,1280031000,
전남광주통합특별시,영암군,금정면,면,1280032000,
전남광주통합특별시,영암군,신북면,면,1280033000,
전남광주통합특별시,영암군,시종면,면,1280034000,
전남광주통합특별시,영암군,도포면,면,1280035000,
전남광주통합특별시,영암군,군서면,면,1280036000,
전남광주통합특별시,영암군,서호면,면,1280037000,
전남광주통합특별시,영암군,학산면,면,1280038000,
전남광주통합특별시,영암군,미암면,면,1280039000,
전남광주통합특별시,무안군,무안읍,읍,1281025000,
전남광주통합특별시,무안군,일로읍,읍,1281025300,
전남광주통합특별시,무안군,삼향읍,읍,1281025600,
전남광주통합특별시,무안군,몽탄면,면,1281032000,
전남광주통합특별시,무안군,청계면,면,1281033000,
전남광주통합특별시,무안군,현경면,면,1281034000,
전남광주통합특별시,무안군,망운면,면,1281035000,
전남광주통합특별시,무안군,해제면,면,1281036000,
전남광주통합특별시,무안군,운남면,면,1281037000,
전남광주통합특별시,함평군,함평읍,읍,1282025000,
전남광주통합특별시,함평군,손불면,면,1282031000,
전남광주통합특별시,함평군,신광면,면,1282032000,
전남광주통합특별시,함평군,학교면,면,1282033000,
전남광주통합특별시,함평군,엄다면,면,1282034000,
전남광주통합특별시,함평군,대동면,면,1282035000,
전남광주통합특별시,함평군,나산면,면,1282036000,
전남광주통합특별시,함평군,해보면,면,1282037000,
전남광주통합특별시,함평군,월야면,면,1282038000,
전남광주통합특별시,영광군,영광읍,읍,1283025000,
전남광주통합특별시,영광군,백수읍,읍,1283025300,
전남광주통합특별시,영광군,홍농읍,읍,1283025600,
전남광주통합특별시,영광군,대마면,면,1283031000,
전남광주통합특별시,영광군,묘량면,면,1283032000,
전남광주통합특별시,영광군,불갑면,면,1283033000,
전남광주통합특별시,영광군,군서면,면,1283034000,
전남광주통합특별시,영광군,군남면,면,1283035000,
전남광주통합특별시,영광군,염산면,면,1283036000,
전남광주통합특별시,영광군,법성면,면,1283037000,
전남광주통합특별시,영광군,낙월면,면,1283038000,
전남광주통합특별시,장성군,장성읍,읍,1284025000,
전남광주통합특별시,장성군,진원면,면,1284031000,
